"CountryID","Country","Year","Population","Currency","Per.capita.GNI","Agriculture","Construction","Exports","Final.consumption","Gross.capital","Household.consumption","Imports","Manufacturing","Mining","Total.Value.Added","Transport","Wholesale","GNI","GDP"
4," Afghanistan ",1984,10243686," Afghani ",329,1676305154,90335802,387309317,3014873729,450192119,2811624045,483264293,717950348,730645071,3369144034,164358551,460061583,3367206173,3369110951
4," Afghanistan ",1985,10512221," Afghani ",317,1693802362,92428310,383698586,2980427397,444575108,2779500889,478235489,720657617,733393922,3330552065,166460923,394713652,3328583888,3330465681
4," Afghanistan ",1986,10448442," Afghani ",318,1676188805,87033307,382241974,2972187313,443219663,2771815237,476760181,699386839,711755492,3320833313,147666606,457855785,3319025098,3320888887
4," Afghanistan ",1987,10322758," Afghani ",289,1432221547,78922216,343396018,2670212843,398399906,2490197941,428265396,633101618,644299828,2983799044,154022249,456766606,2982069940,2983743471
4," Afghanistan ",1988,10383460," Afghani ",261,1572889482,66677753,312460283,2428768984,362286205,2265035019,389616063,485094989,493666301,2713843954,129944373,288932866,2712358824,2713899488
4," Afghanistan ",1989,10673168," Afghani ",299,2122790293,75833378,367371146,2856286844,426055201,2663724769,458156222,497072474,505844598,3191457087,145277853,174399799,3189731619,3191557068
4," Afghanistan ",1990,10694796," Afghani ",333,1509620075,105122302,409739639,3185532001,475208015,2970774120,510968017,683514541,695589398,3559489503,205100157,817857446,3557507175,3559511736
4," Afghanistan ",1991,10745167," Afghani ",316,1578756366,107755544,451898050,3144186224,451305892,2932237634,644734732,680342026,692422081,3402654940,214466653,578743210,3400808720,3402654940
4," Afghanistan ",1992,12057433," Afghani ",286,1867278379,128566734,538992070,3317143798,452868098,3093487489,864291208,469309787,477621650,3444711434,244066746,476211165,3442784146,3444711414
4," Afghanistan ",1993,14003760," Afghani ",203,1743643917,110788829,507296032,2841479970,370886233,2649916025,875217835,304797219,310155245,2844442641,123577407,361032994,2842735849,2844442641
4," Afghanistan ",1994,15455555," Afghani ",111,1250142369,62248410,354798182,1793838215,221231043,1672964383,654696712,139782856,142236253,1715169169,46857436,115736501,1714162001,1715169169
4," Afghanistan ",1995,16418912," Afghani ",168,1829088268,136694540,631234333,2983570664,352587313,2782231213,1210551146,153659543,156390148,2756838035,171773712,258354652,2755434126,2756838036
4," Afghanistan ",1996,17106595," Afghani ",156,1709038614,140121479,672996346,2990856755,338414037,2789345697,1332477843,175969216,179190610,2633888330,183067281,221577974,2668648884,2669785634
4," Afghanistan ",1997,17788819," Afghani ",164,1825434126,158294608,797679423,3375758150,367733720,3148560178,1616577339,237385257,241503463,2862311421,209239991,209505537,2922683513,2924589326
4," Afghanistan ",1998,18493132," Afghani ",159,1782339866,164266130,866499830,3496423195,365811290,3259700871,1793589592,298073135,303108025,2865878832,219899756,179010330,2932741740,2935139404
4," Afghanistan ",1999,19262847," Afghani ",112,1265698035,125854611,697281390,2669154263,265877102,2490325841,1475110911,287999806,293074256,2121126845,171143946,107371317,2156204880,2157197316
4," Afghanistan ",2000,19542982," Afghani ",171,1914742125,200732181,1145416949,4242373762,408699474,3957942999,2454448335,542605334,552829543,3332167837,275998149,144899935,3341542477,3342034168
4," Afghanistan ",2001,19688632," Afghani ",183,1945443612,225837212,1221308444,4612607837,478407037,4294725348,2713843393,675408325,689376488,3598470576,332989433,163018367,3598407195,3598470576
4," Afghanistan ",2002,21000256," Afghani ",197,1869249676,194441167,1261260259,4998433835,486380419,4671079690,2604548411,720338527,729963858,4099214501,410542963,372259947,4134295420,4141523943
4," Afghanistan ",2003,22645130," Afghani ",209,1981633068,216394293,1948898419,6269973449,537868146,5831837759,3799110373,691580599,703842914,4583535524,545463877,459477984,4721728965,4729042179
4," Afghanistan ",2004,23553551," Afghani ",229,1918994249,334068487,2026411122,7113840108,848865441,6533645317,4126999003,746469467,768861821,5120696899,649240547,518150929,5396722695,5388482107
4," Afghanistan ",2005,24411191," Afghani ",255,2186379081,443045556,2050736428,7928264732,1218149622,7211535623,4272778289,772808251,807882905,5865622689,611491972,581975221,6231622214,6220574147
4," Afghanistan ",2006,25442944," Afghani ",281,2443549101,538531877,2332699780,8709723113,1546774109,7802120758,4474623611,790852547,842928180,6625371513,675429220,654683177,7148304369,7104711445
4," Afghanistan ",2007,25903301," Afghani ",364,3319287550,545051819,2400553983,11413579056,1650004354,10178231316,4722015358,1036748730,1120608553,8753370467,919226924,887557606,9440635873,9412161765
4," Afghanistan ",2008,26427199," Afghani ",389,3163666290,526252391,2631650853,12732121887,1618011573,11359771355,4177772977,1075453417,1175108287,9427180755,1112310581,1006389996,10280097552,10236901594
4," Afghanistan ",2009,27385307," Afghani ",422,3801533209,543784753,2761955579,13372418203,1718898802,11591009606,4015329744,902301144,1028897403,10701592273,1311944740,1059964862,11562069957,11595133469
4," Afghanistan ",2010,28189672," Afghani ",522,4543989077,624215548,2686043877,16987741968,2117214423,14113094764,5103524804,957689031,1153160803,13694680351,1659482584,1350038319,14724781634,14698889678
4," Afghanistan ",2011,29249157," Afghani ",593,5175622743,649582288,2096070881,19086246173,2256544434,15767251744,5750744471,1097137284,1457991556,16272128426,1847213864,1627418540,17331776170,17350694945
4," Afghanistan ",2012,30466479," Afghani ",629,5464645975,672150413,2055179815,19713516488,2455843943,16026979974,7005630220,1060751259,1456272439,17775108419,2130882247,1971396240,19166775125,19136499341
4," Afghanistan ",2013,31541209," Afghani ",624,5470188987,667480973,2455424003,19435606399,2511890876,15596680213,7026277186,916920660,1315378081,18102439244,2258928593,2031874139,19690262077,19621802455
4," Afghanistan ",2014,32716210," Afghani ",598,5372356458,682280348,2772039928,19395964676,2547714147,15250115414,6352479894,837661844,1257932293,18359993635,2079703497,1986314259,19548440117,19550702567
4," Afghanistan ",2015,33753499," Afghani ",559,4777856295,679236545,3037082983,19126816049,2564175617,14977655054,6209330331,744252334,1211308200,17522092768,1899054376,1986447285,18882219776,18713048410
4," Afghanistan ",2016,34636207," Afghani ",525,4638290864,589868586,3002518992,18591863124,2266927660,14446395349,5841751767,741360053,1296203916,17160084571,1583226772,1978781016,18199126228,18019558182
4," Afghanistan ",2017,35643418," Afghani ",537,4992453824,594893889,4440910058,17932956296,2552410075,13913033128,6029924407,667121057,1304543606,17913941649,1574009084,2248361513,19145017023,18896352021
4," Afghanistan ",2018,36686784," Afghani ",507,4060047714,663723185,3074840238,19961689604,2782928254,16303579410,7400609629,1134633696,1802053524,17480877592,1601011390,2121150414,18610257350,18418848300
4," Afghanistan ",2019,37769499," Afghani ",508,4872437789,584313409,2305836637,22659390021,2190726124,18075394513,8251463946,1331477482,2073301075,18016903621,1503540176,2075666252,19205014965,18904490263
4," Afghanistan ",2020,38972230," Afghani ",522,5402592033,620058680,1476056243,23256995875,2393445329,18991937720,6983058259,1546262619,2206409285,19245174810,1929932938,1987510840,20332383762,20143441792
4," Afghanistan ",2021,40099462," Afghani ",377,5002252164,300111089,1803587091,17114916718,1921133260,13864073445,5900628595,1353586197,2028732543,14278498694,1471191459,1562325057,15114672599,14939009447
8," Albania ",1970,2324731," Lek ",975,864793402,239349639,508501251,1518291365,824850020,1312560783,504595820,394647786,794665515,2345798397,45739633,212298036,2267359895,2265577056
8," Albania ",1971,2389812," Lek ",976,889758995,246266478,523137162,1561968405,848318607,1350286963,519031885,406050295,817625694,2413182393,47022973,218254570,2332419015,2330584860
8," Albania ",1972,2455171," Lek ",977,915350702,253312262,538480502,1606908267,872343965,1389164022,533991647,417663130,841009277,2482483855,48381941,224562082,2399402905,2397526448
8," Albania ",1973,2520436," Lek ",979,941147592,260505787,553185620,1652656555,898790644,1428759886,549392880,429539992,864924791,2553736359,49849969,231376034,2468449903,2466543461
8," Albania ",1974,2585452," Lek ",982,969063811,268239525,569621270,1700683918,922806967,1470097115,564865686,442272785,890563577,2627172195,51092986,237145264,2539022289,2537015817
8," Albania ",1975,2650122," Lek ",986,996627620,275682329,587262561,1749635603,948579365,1512641040,581508042,454532595,915249547,2702559685,52699055,244599520,2612201506,2610110369
8," Albania ",1976,2713560," Lek ",991,1022980841,283335184,599747151,1797864494,983026379,1554448120,598313395,467235377,940829093,2780000928,54526020,253080274,2687860264,2685745678
8," Albania ",1977,2774795," Lek ",996,1057872940,292843798,621912220,1853301729,998756168,1601423386,613947755,482777882,972124733,2860395091,55006962,255311203,2762847360,2760746397
8," Albania ",1978,2833314," Lek ",1004,1084112844,299271168,643516286,1905109255,1030292284,1647804462,634434147,493385987,993483439,2941953465,57824371,268387646,2844334321,2842275926
8," Albania ",1979,2888763," Lek ",822,896897900,249378663,517741716,1581494846,886743469,1367667641,528366688,411464971,828532376,2453247358,48957156,227235273,2374394861,2372305641
8," Albania ",1980,2941651," Lek ",729,835437843,230908941,495098223,1.45e+09,747571429,1250714286,473812509,380354207,765881710,2225573162,40250836,186818422,2143663211,2141837051
8," Albania ",1981,2992389," Lek ",741,833341568,228080357,509174644,1478142857,807857143,1282285714,500031787,376047385,757205753,2286356598,47862121,222147718,2217065873,2215474766
8," Albania ",1982,3041179," Lek ",750,839214356,238543430,441832335,1495428571,929714286,1292571429,504546621,394549214,794485919,2351731170,49062506,227736104,2281860173,2280424885
8," Albania ",1983,3087911," Lek ",747,912584019,240076335,419501686,1569428571,851857143,1359857143,452501686,393467139,792268727,2392038998,45756103,212349548,2306629795,2305384485
8," Albania ",1984,3131726," Lek ",728,874483025,239213923,396275855,1626571429,747857143,1404714286,413132998,395515949,796395710,2357344601,45765498,212423943,2279520873,2275736342
8," Albania ",1985,3171725," Lek ",733,933658742,238587136,377381357,1635571429,810285714,1411571429,415238500,398412055,802339998,2415437990,45101359,209396078,2326070204,2324414456
8," Albania ",1986,3207128," Lek ",747,946140415,260210442,360941472,1708142857,779428571,1477857143,365227187,415027346,835559339,2490368765,45913859,212964193,2397197157,2397086883
8," Albania ",1987,3237676," Lek ",735,916600515,254914828,367818673,1778285714,688142857,1540714286,370532959,432850606,871576510,2471688521,43841801,203583511,2378635906,2378194810
8," Albania ",1988,3263019," Lek ",754,899728464,263741825,403069861,1854872543,745277353,1613793085,454344224,453873784,914413487,2546642928,47926819,222688872,2460631432,2460399974
8," Albania ",1989,3282182," Lek ",896,1102604964,357300814,527545705,2126753631,966721026,1858401270,574690891,499703014,1005124305,3042908865,59296772,274250129,2940460558,2940586487
8," Albania ",1990,3295066," Lek ",651,893978834,206116285,319061329,1843435632,543166947,1616675332,482884076,428491850,863176680,2255935217,29857978,139120369,2143811317,2145751209
8," Albania ",1991,3302081," Lek ",474,702678785,153149582,115386619,1805222414,117210225,1452574288,440679669,274540207,554019990,1666877351,26240862,122150618,1566715656,1597139589
8," Albania ",1992,3303739," Lek ",440,851654498,167657167,174210303,2605046549,78838789,2306673247,1341963252,138313732,276545171,1571474267,28586684,130406164,1454612557,1516132824
8," Albania ",1993,3300711," Lek ",510,962496645,223126611,262250620,2272977378,224457959,2032726240,1059246818,125767146,254822937,1766559116,32693786,155782932,1683823825,1700439125
8," Albania ",1994,3293999," Lek ",572,1064676173,262068124,213519656,2063377327,336690189,1802824642,732636454,125719469,255045177,1954711049,38152615,177094354,1885686960,1880950821
8," Albania ",1995,3284364," Lek ",742,1353006500,356577942,298506375,2489352955,502480626,2162833081,825792160,155988530,303497948,2491486764,51952715,223341107,2435794210,2392764887
8," Albania ",1996,3271331," Lek ",1000,1165012172,227798422,400376915,3643259087,450950921,3343847556,1158531989,155433263,328096576,2993497781,114349551,625299293,3271327004,3199642024
8," Albania ",1997,3253719," Lek ",699,701730328,195239489,244393485,2573613752,379550276,2341665620,867339328,101965734,207636030,2045982752,102111606,439101205,2274233647,2224654241
8," Albania ",1998,3232175," Lek ",814,735433728,182956419,317812211,2865071321,559126614,2591268027,1026883225,120689616,209136519,2251522121,143265871,497629404,2631658032,2554868837
8," Albania ",1999,3208260," Lek ",1028,835020547,276568162,584401741,3267475751,782952374,2932010072,1204030662,146019874,256181697,2876608289,198712208,682986473,3297165464,3221670165
8," Albania ",2000,3182021," Lek ",1129,854994369,395296604,701537988,3223479775,1112769978,2885447068,1511477625,150589639,281143315,3076532723,196444660,654547603,3592457647,3487586302
8," Albania ",2001,3153612," Lek ",1285,892039491,551501881,837739336,3488471414,1442319479,3071201941,1773289312,160961687,302033004,3510427047,277606874,666791685,4053033291,3926887597
8," Albania ",2002,3123551," Lek ",1430,959387052,708470810,912362528,3979945031,1570529467,3486201870,2072496174,177133979,298012801,3872708250,300654803,686356084,4465181003,4355865889
8," Albania ",2003,3092991," Lek ",1846,1222309206,878668370,1159419725,5084782368,1996225919,4467547640,2567904223,229365194,459173139,4891041595,357076340,804117115,5710683999,5561459461
8," Albania ",2004,3062622," Lek ",2399,1473979499,1124426141,1594562079,6345593791,2712609879,5541344788,3217437848,299825869,645825934,6300235705,523448464,1002545049,7346138953,7177030365
8," Albania ",2005,3032634," Lek ",2709,1517435147,1235173366,1853023789,7083953083,3053335653,6195706972,3853672263,356374257,784425326,7044081823,616572334,1111446453,8214109584,8052079314
8," Albania ",2006,3003387," Lek ",3049,1575352038,1390196156,2242665597,7841922747,3386757736,6905407106,4364190387,436350501,861239377,7698662944,692610051,1183077159,9158299423,8896076004
8," Albania ",2007,2976084," Lek ",3688,1831547553,1703471495,3016116399,9849229315,3884917106,8730519109,5867639991,565560820,1002193964,9303537708,899254070,1425853939,10975294363,10677322220
8," Albania ",2008,2951689," Lek ",4386,2168844594,2037763005,3259293794,12040547080,4608744943,10703597112,6717539632,643779238,1203316881,11167790304,1060565779,1700408136,12946373422,12881352058
8," Albania ",2009,2930541," Lek ",4045,2022753109,1801621084,3040047675,11077313842,4162218022,9739270749,6004538213,626006894,1138813040,10421308345,994083408,1576531060,11852736919,12044210390
8," Albania ",2010,2913399," Lek ",4053,2141585619,1541795023,3337093931,10646796394,3614900557,9316063310,5792199783,650271788,1432486139,10366763682,883524370,1515179233,11807794891,11926948284
8," Albania ",2011,2900654," Lek ",4445,2349589254,1639114158,3769489314,11508145916,4049484804,10093480232,6700292885,729866711,1517139921,11210875731,963846253,1619224570,12894211994,12890873323
8," Albania ",2012,2892193," Lek ",4228,2312028282,1403089465,3565034751,10941405442,3490014921,9605348017,5860853444,568487378,1420420846,10673848869,904973760,1553848302,12228015252,12319779604
8," Albania ",2013,2887014," Lek ",4502,2499701757,1314275450,3694430559,11633428651,3584066659,10224780250,5999410693,646455585,1632105836,11145194748,760640552,1619643218,12996604091,12776280738
8," Albania ",2014,2884102," Lek ",4629,2644345490,1139257957,3732084593,12201629049,3396310872,10686748043,6243048904,704512442,1705985345,11545800489,767259062,1699853543,13349516607,13228240079
8," Albania ",2015,2882481," Lek ",3997,2252359355,1014298531,3104918419,10453814891,2939996712,9188654733,5071011003,645808390,1463913332,10000934935,686048392,1431458461,11521887903,11386924853
8," Albania ",2016,2881063," Lek ",4184,2354478397,1055969710,3437171634,10939772770,2991887689,9603079216,5436292088,674249335,1451747743,10401108956,729033065,1524644525,12053991102,11861356451
8," Albania ",2017,2879355," Lek ",4533,2476629502,1189692716,4110302456,11861810894,3261772746,10364750586,6070377595,801776692,1460917055,11372745852,818345368,1684391048,13051517242,13019729856
8," Albania ",2018,2877013," Lek ",5262,2793252461,1361579076,4785179295,13700540787,3623932162,11989900495,6856194805,929587981,1863618569,13256495580,932498045,1990127867,15137999954,15156439968
8," Albania ",2019,2873883," Lek ",5289,2832292984,1316248701,4821429203,14069133416,3544359938,12321490685,6926959691,964192037,1857478792,13462115740,957851512,2084343849,15200240140,15401826080
8," Albania ",2020,2866849," Lek ",5190,2915069419,1361325963,3435540416,13984503733,3510612140,12187945981,5636282434,913668708,1666349989,13264951509,885220818,2021316958,14880072355,15131866271
8," Albania ",2021,2854710," Lek ",6290,3228969140,1741168718,5590528223,15863725942,4403533603,13717184345,8016544325,1137448997,2242915592,15923393487,1116720699,2453057627,17956196785,18260043500
12," Algeria ",1970,13795915," Algerian Dinar ",361,683788307,363144476,1140783357,3761949657,1707118032,3075658475,1422482735,608789886,1406309207,5323633931,255414671,925595828,4974911740,5155120658
12," Algeria ",1971,14110271," Algerian Dinar ",382,740679497,432569406,986534285,4073370778,1742067720,3283845033,1409560405,630168969,1234119718,5653395110,276194839,1049909470,5387317508,5363676160
12," Algeria ",1972,14439748," Algerian Dinar ",499,877592428,621134922,1460328062,5240731774,2244082459,4227999563,1734974761,807298644,2020130649,7431971561,329572630,1238525528,7204774258,7176428384
12," Algeria ",1973,14786469," Algerian Dinar ",624,957231511,814791285,2344366326,6286330268,3387806896,5150998513,2762591632,1076165800,3030075045,9441398112,445224108,1424757152,9228147253,9229622200
12," Algeria ",1974,15153602," Algerian Dinar ",869,1137400202,1040255332,5108013455,7575204729,5262360793,6156985600,4693985906,1110944454,6235672504,13506944419,600612942,1257232286,13167725272,13259764650
12," Algeria ",1975,15724692," Algerian Dinar ",978,1748652508,1351080446,5233153976,9987282720,7024899232,7968930959,6702778245,1296265916,5910834763,15656795996,712898934,1492362310,15376900074,15555547083
12," Algeria ",1976,16500516," Algerian Dinar ",1057,1774811335,1655488366,5838077775,10856084098,7641632494,8635447425,6596991823,1592473244,7088189291,17675525574,777136770,1871445046,17434653660,17750032488
12," Algeria ",1977,17134192," Algerian Dinar ",1203,1795192537,1946076309,6389292999,13561822338,9809221484,10767005675,8786165938,1798582841,8417318822,20981697927,992694245,2341986725,20608554600,20990939140
12," Algeria ",1978,17632645," Algerian Dinar ",1461,2362276017,2712422505,6714630548,16517764413,13726504134,12836748567,10607537539,2387050633,9579493643,26962177701,1198580803,3538670683,25755713934,26373761387
12," Algeria ",1979,18166981," Algerian Dinar ",1766,2827887802,3372009523,10333857716,19724272699,14078595559,15187693995,10950911501,3294995776,13449014563,33273187753,1474327941,4194083383,32078309927,33201433009
12," Algeria ",1980,18739378," Algerian Dinar ",2190,3402335516,4306718391,14509037876,24124538112,16494804238,18299881651,12892043835,3865159333,18423629877,42252197741,1897522894,4938046773,41033999041,42252197741
12," Algeria ",1981,19351357," Algerian Dinar ",2220,3804724130,4654868449,15300630155,26319048574,16357841155,20212434430,13726314621,4040029901,18643696740,44264573122,1817599935,5246692882,42959376533,44264573122
12," Algeria ",1982,20000096," Algerian Dinar ",2189,3543592643,5308298540,13954110635,27499420402,16785532144,20822622493,13152171129,4319597411,18112759221,45094842770,1831352736,5646627401,43775138307,45094842770
12," Algeria ",1983,20682111," Algerian Dinar ",2295,3503697628,5956842729,13614779000,29432572720,18276620517,22187691933,12623295026,4907804395,18990384530,48702201863,2207208997,6020527311,47468092559,48702201863
12," Algeria ",1984,21393530," Algerian Dinar ",2406,3707466303,6760124134,13552508626,33166021272,18505370860,25266262935,12386365606,6230396503,20506122394,52827902259,2544334002,6996982547,51480109635,52827902259
12," Algeria ",1985,22132905," Algerian Dinar ",2555,4839481907,7363605738,13619701354,36945989457,19181139939,27807459304,11858902040,6738734042,21432962231,57866207279,2747012956,7977320698,56558035302,57866207279
12," Algeria ",1986,22882553," Algerian Dinar ",2688,5645861026,9424342796,8214625194,44533265751,23081616935,33284925208,10832865515,8696839398,18947566529,48517385248,3271298544,9336705618,61516696024,62922803868
12," Algeria ",1987,23586101," Algerian Dinar ",2663,6621903443,8783940552,9429762060,43916010359,19292503244,31957012896,8246746872,8194108876,19399176925,62882780836,3215104831,8834368629,62817437160,64333578322
12," Algeria ",1988,24243018," Algerian Dinar ",2342,6624848951,7051527804,8417298905,47233474546,16519643785,36220189231,13469697186,7482707368,17716467503,57218339405,2938897562,8392326045,56780232879,58655419182
12," Algeria ",1989,24889507," Algerian Dinar ",2154,6856036315,6591675825,10236372185,44221412112,16866809381,34916886975,15955206263,5908156519,16915852534,53056747367,2651087681,8063055342,53611800763,55344476937
12," Algeria ",1990,25518074," Algerian Dinar ",2339,7074612563,6384069644,14435302932,45090281483,17826064808,35035025835,15572358905,7065837057,22161256038,59146989334,2878310971,7971154612,59680067317,61751375957
12," Algeria ",1991,26133905," Algerian Dinar ",1697,4774869579,4250972214,13315922771,29638017751,14390564486,22698364424,10766885407,5095171687,18660901715,43698809178,2139771717,6118861299,44361936734,46565003199
12," Algeria ",1992,26748303," Algerian Dinar ",1756,5941430251,4677997392,12167794316,33588972337,14596640991,25127202349,11227240829,5388304531,17898944261,47775198763,2469413117,6486512327,46961985488,49105553595
12," Algeria ",1993,27354327," Algerian Dinar ",1796,5673542544,5204283777,10783150460,37299867886,14352721152,27824291085,11559450130,5187863527,16916154428,49329509093,2635999981,7846330534,49122087225,50846930343
12," Algeria ",1994,27937006," Algerian Dinar ",1457,4196229340,4329367993,9749531862,31431928296,13302457020,23903232817,12141445242,4270757455,14568674110,40716821814,2020224264,6913850785,40690597378,42330711146
12," Algeria ",1995,28478022," Algerian Dinar ",1399,4166416689,4010706144,11158818128,30542890239,13236714481,23404826058,12961479667,3697157510,15230978757,40145600305,1982907592,6502004861,39841407139,41971488420
12," Algeria ",1996,28984634," Algerian Dinar ",1541,5127063267,3976081430,14245882637,31805127824,11734818260,24400709308,10928753146,3460092904,18195509070,45196699569,2575126436,6428953479,44667865888,46836290499
12," Algeria ",1997,29476031," Algerian Dinar ",1558,4249036439,4222187348,14475663745,32770992725,11181890814,24802371170,10333259951,3368896781,19050275292,45593799311,2987865278,6654875071,45925279904,48068457028
12," Algeria ",1998,29924668," Algerian Dinar ",1541,5587245125,4518504793,11079600151,35094159877,13131779333,26519788286,11199866836,3798146618,15938550376,45670757298,3328519262,7126133120,46125818759,48079007974
12," Algeria ",1999,30346083," Algerian Dinar ",1526,5458106319,4074545316,13661899845,33277789481,12724029590,25112061765,11110078030,3505527079,18072688459,46516833438,3397446888,6819624892,46314175003,48531031757
12," Algeria ",2000,30774621," Algerian Dinar ",1701,4647015416,3880508899,22998828469,30234809059,12840768704,22791834049,11394592942,3276999541,25963413192,52586032831,3471812532,6390182381,52339254367,54666896857
12," Algeria ",2001,31200985," Algerian Dinar ",1713,5392216075,4150841588,20040706253,32034196154,15079491271,23945327845,12085932126,3432252902,23312214203,52840329051,4135573578,6805727746,53460396270,55056733057
12," Algeria ",2002,31624696," Algerian Dinar ",1727,5290017205,4642702659,20107618985,33755565805,17544290770,24965176210,14587148839,3452766594,23195888656,53814987428,4329678110,7076595480,54627456617,56819210891
12," Algeria ",2003,32055883," Algerian Dinar ",2040,6657818547,5181400989,25957128354,37519515963,20590341944,27473362450,16203134635,3720883688,29310172915,64523955205,5046208749,7890694454,65409201308,67863851626
12," Algeria ",2004,32510186," Algerian Dinar ",2517,8055792109,6365111102,34178426090,44655726808,28384617680,32903179475,21886254148,4368154143,38263754894,81342688566,7113034455,9294240911,81817979570,85332517817
12," Algeria ",2005,32956690," Algerian Dinar ",2992,7937297023,6897507690,48714917293,46657770810,32668852381,34841139764,24843324417,4601340228,52270173806,99055297786,8802694186,10068167455,98611135909,1.03e+11
12," Algeria ",2006,33435080," Algerian Dinar ",3368,8827458433,8397790830,57121819162,50249379359,35307669066,37105370129,25651591024,4932646838,60513130603,1.14e+11,10051926180,11061346518,1.13e+11,1.17e+11
12," Algeria ",2007,33983827," Algerian Dinar ",3921,10218617411,10574330582,63531235749,58488702946,46525901831,42772650392,33568752129,5505289469,67272435054,1.33e+11,11666226855,13628121195,1.33e+11,1.35e+11
12," Algeria ",2008,34569592," Algerian Dinar ",4911,11263264104,13470903025,82034752287,74196166781,63866085088,51612593446,49096310473,6330887377,86770869592,1.69e+11,12857006363,16943268959,1.7e+11,1.71e+11
12," Algeria ",2009,35196037," Algerian Dinar ",3866,12820127465,13765870493,48533798747,73688577593,64319663581,51535467767,49331031500,6420143156,51956688687,1.34e+11,11909776795,17491633227,1.36e+11,1.37e+11
12," Algeria ",2010,35856344," Algerian Dinar ",4494,13648522725,16052936944,61975420549,83097969846,66788657989,55327180143,50654742078,6729456789,65349335626,1.58e+11,12552198277,18875112663,1.61e+11,1.61e+11
12," Algeria ",2011,36543541," Algerian Dinar ",5426,16222244032,17310164327,77581317710,1.04e+11,76117398069,62357632168,57376123473,7321936163,81951905204,1.96e+11,14726883945,21666548254,1.98e+11,2e+11
12," Algeria ",2012,37260563," Algerian Dinar ",5552,18335919885,18200064357,77123040533,1.1e+11,81863937123,67207417719,59612008449,7534709160,81845206004,2.03e+11,15410160716,23230613220,2.07e+11,2.09e+11
12," Algeria ",2013,38000626," Algerian Dinar ",5421,20663212742,19772523446,69659422390,1.13e+11,91013952656,72696219150,63767462869,7776085063,73050980697,2.02e+11,18433722953,25719139861,2.06e+11,2.1e+11
12," Algeria ",2014,38760168," Algerian Dinar ",5401,21993348927,21472067664,64611489633,1.2e+11,97399924008,77746353321,68262383031,8340052419,68992160166,2.06e+11,19241938845,28004047150,2.09e+11,2.14e+11
12," Algeria ",2015,39543154," Algerian Dinar ",4100,19218248623,18470136321,38460337092,1.04e+11,84285388788,68068871664,60621173676,7335318165,40827722517,1.59e+11,16539438807,24551589129,1.62e+11,1.66e+11
12," Algeria ",2016,40339329," Algerian Dinar ",3938,19556329745,18216349018,33403117359,1.01e+11,81261739742,68035513137,56097083963,7057380824,37317707045,1.54e+11,16450169525,23589464172,1.59e+11,1.6e+11
